mof,ASA [m^2/cm^3],CellV [A^3],Df,Di,Dif,NASA [m^2/cm^3],POAV [cm^3/g],POAVF,PONAV [cm^3/g],PONAVF,density [g/cm^3],total_SA_volumetric,total_SA_gravimetric,total_POV_volumetric,total_POV_gravimetric,mc_CRY-chi-0-all,mc_CRY-chi-1-all,mc_CRY-chi-2-all,mc_CRY-chi-3-all,mc_CRY-Z-0-all,mc_CRY-Z-1-all,mc_CRY-Z-2-all,mc_CRY-Z-3-all,mc_CRY-I-0-all,mc_CRY-I-1-all,mc_CRY-I-2-all,mc_CRY-I-3-all,mc_CRY-T-0-all,mc_CRY-T-1-all,mc_CRY-T-2-all,mc_CRY-T-3-all,mc_CRY-S-0-all,mc_CRY-S-1-all,mc_CRY-S-2-all,mc_CRY-S-3-all,D_mc_CRY-chi-0-all,D_mc_CRY-chi-1-all,D_mc_CRY-chi-2-all,D_mc_CRY-chi-3-all,D_mc_CRY-Z-0-all,D_mc_CRY-Z-1-all,D_mc_CRY-Z-2-all,D_mc_CRY-Z-3-all,D_mc_CRY-I-0-all,D_mc_CRY-I-1-all,D_mc_CRY-I-2-all,D_mc_CRY-I-3-all,D_mc_CRY-T-0-all,D_mc_CRY-T-1-all,D_mc_CRY-T-2-all,D_mc_CRY-T-3-all,D_mc_CRY-S-0-all,D_mc_CRY-S-1-all,D_mc_CRY-S-2-all,D_mc_CRY-S-3-all,sum-mc_CRY-chi-0-all,sum-mc_CRY-chi-1-all,sum-mc_CRY-chi-2-all,sum-mc_CRY-chi-3-all,sum-mc_CRY-Z-0-all,sum-mc_CRY-Z-1-all,sum-mc_CRY-Z-2-all,sum-mc_CRY-Z-3-all,sum-mc_CRY-I-0-all,sum-mc_CRY-I-1-all,sum-mc_CRY-I-2-all,sum-mc_CRY-I-3-all,sum-mc_CRY-T-0-all,sum-mc_CRY-T-1-all,sum-mc_CRY-T-2-all,sum-mc_CRY-T-3-all,sum-mc_CRY-S-0-all,sum-mc_CRY-S-1-all,sum-mc_CRY-S-2-all,sum-mc_CRY-S-3-all,sum-D_mc_CRY-chi-0-all,sum-D_mc_CRY-chi-1-all,sum-D_mc_CRY-chi-2-all,sum-D_mc_CRY-chi-3-all,sum-D_mc_CRY-Z-0-all,sum-D_mc_CRY-Z-1-all,sum-D_mc_CRY-Z-2-all,sum-D_mc_CRY-Z-3-all,sum-D_mc_CRY-I-0-all,sum-D_mc_CRY-I-1-all,sum-D_mc_CRY-I-2-all,sum-D_mc_CRY-I-3-all,sum-D_mc_CRY-T-0-all,sum-D_mc_CRY-T-1-all,sum-D_mc_CRY-T-2-all,sum-D_mc_CRY-T-3-all,sum-D_mc_CRY-S-0-all,sum-D_mc_CRY-S-1-all,sum-D_mc_CRY-S-2-all,sum-D_mc_CRY-S-3-all,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,sum-lc-chi-0-all,sum-lc-chi-1-all,sum-lc-chi-2-all,sum-lc-chi-3-all,sum-lc-Z-0-all,sum-lc-Z-1-all,sum-lc-Z-2-all,sum-lc-Z-3-all,sum-lc-I-0-all,sum-lc-I-1-all,sum-lc-I-2-all,sum-lc-I-3-all,sum-lc-T-0-all,sum-lc-T-1-all,sum-lc-T-2-all,sum-lc-T-3-all,sum-lc-S-0-all,sum-lc-S-1-all,sum-lc-S-2-all,sum-lc-S-3-all,sum-lc-alpha-0-all,sum-lc-alpha-1-all,sum-lc-alpha-2-all,sum-lc-alpha-3-all,sum-D_lc-chi-0-all,sum-D_lc-chi-1-all,sum-D_lc-chi-2-all,sum-D_lc-chi-3-all,sum-D_lc-Z-0-all,sum-D_lc-Z-1-all,sum-D_lc-Z-2-all,sum-D_lc-Z-3-all,sum-D_lc-I-0-all,sum-D_lc-I-1-all,sum-D_lc-I-2-all,sum-D_lc-I-3-all,sum-D_lc-T-0-all,sum-D_lc-T-1-all,sum-D_lc-T-2-all,sum-D_lc-T-3-all,sum-D_lc-S-0-all,sum-D_lc-S-1-all,sum-D_lc-S-2-all,sum-D_lc-S-3-all,sum-D_lc-alpha-0-all,sum-D_lc-alpha-1-all,sum-D_lc-alpha-2-all,sum-D_lc-alpha-3-all,sum-func-chi-0-all,sum-func-chi-1-all,sum-func-chi-2-all,sum-func-chi-3-all,sum-func-Z-0-all,sum-func-Z-1-all,sum-func-Z-2-all,sum-func-Z-3-all,sum-func-I-0-all,sum-func-I-1-all,sum-func-I-2-all,sum-func-I-3-all,sum-func-T-0-all,sum-func-T-1-all,sum-func-T-2-all,sum-func-T-3-all,sum-func-S-0-all,sum-func-S-1-all,sum-func-S-2-all,sum-func-S-3-all,sum-func-alpha-0-all,sum-func-alpha-1-all,sum-func-alpha-2-all,sum-func-alpha-3-all,sum-D_func-chi-0-all,sum-D_func-chi-1-all,sum-D_func-chi-2-all,sum-D_func-chi-3-all,sum-D_func-Z-0-all,sum-D_func-Z-1-all,sum-D_func-Z-2-all,sum-D_func-Z-3-all,sum-D_func-I-0-all,sum-D_func-I-1-all,sum-D_func-I-2-all,sum-D_func-I-3-all,sum-D_func-T-0-all,sum-D_func-T-1-all,sum-D_func-T-2-all,sum-D_func-T-3-all,sum-D_func-S-0-all,sum-D_func-S-1-all,sum-D_func-S-2-all,sum-D_func-S-3-all,sum-D_func-alpha-0-all,sum-D_func-alpha-1-all,sum-D_func-alpha-2-all,sum-D_func-alpha-3-all,sum-f-lig-chi-0,sum-f-lig-chi-1,sum-f-lig-chi-2,sum-f-lig-chi-3,sum-f-lig-Z-0,sum-f-lig-Z-1,sum-f-lig-Z-2,sum-f-lig-Z-3,sum-f-lig-I-0,sum-f-lig-I-1,sum-f-lig-I-2,sum-f-lig-I-3,sum-f-lig-T-0,sum-f-lig-T-1,sum-f-lig-T-2,sum-f-lig-T-3,sum-f-lig-S-0,sum-f-lig-S-1,sum-f-lig-S-2,sum-f-lig-S-3,MNC,MPC,pure_CO2_kH,pure_CO2_widomHOA,pure_methane_kH,pure_methane_widomHOA,pure_uptake_CO2_298.00_15000,pure_uptake_CO2_298.00_1600000,pure_uptake_methane_298.00_580000,pure_uptake_methane_298.00_6500000,logKH_CO2,logKH_CH4,CH4DC,CH4HPSTP,temperature,time,solvent1,solvent2,solvent3,additive,param1,param2,param3,param4,param5,additive_category
QUHMOX_clean,0,2449.58,3.20914,4.58402,4.58402,143.541,0,0,0.0362476,0.11788,3.25207,143.541,44.13834881,0.11788,0.0362476,1.44,28.896,22.23,86.52,4096,3584,11840,10336,1,7,8,21.5,50,115,253,303,2.8561,8.6359,14.8551,25.61195,0,-15.68,-8.925,-46.3,0,392,327,1214.5,0,0,0,0,0,34,21.5,109,0,6.72,4.73,21.18,11.52,231.168,177.84,692.16,32768,28672,94720,82688,8,56,64,172,400,920,2024,2424,22.8488,69.0872,118.8408,204.8956,0,-125.44,-71.4,-370.4,0,3136,2616,9716,0,0,0,0,0,272,172,872,0,53.76,37.84,169.44,11.8336,8.845714286,30.90102857,0,64,105.1428571,157.7142857,0,1,1,2.714285714,0,1,3.714285714,2.714285714,0,0.5329,0.692457143,1.371357143,0,28.09,90.55428571,75.03285714,0,0,0.868571429,0.354285714,0,0,-5.142857143,2,0,0,0,0,0,0,-2.714285714,0,0,0,-0.218571429,0.102857143,0,0,-11.78571429,0.228571429,0,4.754571429,25.35771429,0,0,182.8571429,365.7142857,0,0,0.714285714,2.857142857,0,0,11.42857143,11.42857143,0,0,0.743142857,2.127428571,0,0,268.8285714,293.7714286,0,0,0,-2.457142857,0,0,0,22.85714286,0,0,0,0,0,0,0,8.571428571,0,0,0,0.828571429,0,0,0,40.28571429,0,0,48.56762857,63.94628571,116.8420571,0,412.8571429,789.7142857,594.2857143,0,4.714285714,7.428571429,10.28571429,0,17.71428571,28,10.28571429,0,2.778742857,5.060057143,5.180914286,0,165.6704,123.84,432.6144,0,896,1472,2208,0,14,14,38,0,14,52,38,0,7.4606,9.6944,19.199,0,393.26,1267.76,1050.46,0,0,12.16,4.96,0,0,-72,28,0,0,0,0,0,0,-38,0,0,0,-3.06,1.44,0,0,-165,3.2,0,66.564,355.008,0,0,2560,5120,0,0,10,40,0,0,160,160,0,0,10.404,29.784,0,0,3763.6,4112.8,0,0,0,-34.4,0,0,0,320,0,0,0,0,0,0,0,120,0,0,0,11.6,0,0,0,564,0,0,679.9468,895.248,1635.7888,0,5780,11056,8320,0,66,104,144,0,248,392,144,0,38.9024,70.8408,72.5328,0,-0.589,1.819,0.139061,-61.94688717,2.83E-06,-19.56599368,1.679961312,1.978312524,0.591251581,0.804864573,-0.856794652,-5.548520595,19.38122865,73.02582183,140,48,679,0,0,284,0.189590372,0.332505382,-0.110283159,-0.350299755,0.586608361,2
VOLPET_clean,2359.68,4070.64,6.24705,9.30216,9.30149,0,0.934072,0.69306,0,0,0.741977,2359.68,3180.260305,0.69306,0.934072,2.7225,22.704,18.38571429,41.15571429,900,960,1234.285714,1748.571429,1,4,4.571428571,8.285714286,16.85714286,35.71428571,57.42857143,81.71428571,1.7161,3.8252,5.015428571,8.133228571,0,-7.16,-3.6,-11.27142857,0,88,96,190.2857143,0,0,0,0,0,8.285714286,4.857142857,15.14285714,0,2.32,2.16,4.645714286,19.0575,158.928,128.7,288.09,6300,6720,8640,12240,7,28,32,58,118,250,402,572,12.0127,26.7764,35.108,56.9326,0,-50.12,-25.2,-78.9,0,616,672,1332,0,0,0,0,0,58,34,106,0,16.24,15.12,32.52,11.8336,8.772,20.6056,17.6472,64,48,112,176,1,1,2,2,1,3,4,5,0.5329,0.5621,1.095,1.3067,28.09,59.89,87.98,162.71,0,0.89,0.89,1.75,0,2,2,-6,0,0,0,0,0,-2,-2,-3,0,-0.04,-0.04,-0.33,0,-6,-6,-20.1,8.166416667,11.87875,24.65046667,38.3345,200,150,304.6666667,436.6666667,1,1.708333333,3.416666667,4.833333333,3.125,9.375,18.16666667,9.958333333,0.892379167,1.276595833,2.544675,3.025470833,274.78125,328.0295833,646.7841667,462.4554167,0,0.302083333,0.344583333,-1.387916667,0,14.75,28.91666667,42.16666667,0,0,0,0,0,-2,-3.416666667,3.375,0,0.3425,0.696666667,1.64625,0,9.725,21.2,55.19583333,102.6858,183.957,280.0474,270.4616,730,1152,1816,1810,13,26,38,38,64,150,190,146,7.0032,14.707,21.1198,19.2594,94.6688,70.176,164.8448,141.1776,512,384,896,1408,8,8,16,16,8,24,32,40,4.2632,4.4968,8.76,10.4536,224.72,479.12,703.84,1301.68,0,7.12,7.12,14,0,16,16,-48,0,0,0,0,0,-16,-16,-24,0,-0.32,-0.32,-2.64,0,-48,-48,-160.8,65.33133333,95.03,197.2037333,306.676,1600,1200,2437.333333,3493.333333,8,13.66666667,27.33333333,38.66666667,25,75,145.3333333,79.66666667,7.139033333,10.21276667,20.3574,24.20376667,2198.25,2624.236667,5174.273333,3699.643333,0,2.416666667,2.756666667,-11.10333333,0,118,231.3333333,337.3333333,0,0,0,0,0,-16,-27.33333333,27,0,2.74,5.573333333,13.17,0,77.8,169.6,441.5666667,821.4864,1471.656,2240.3792,2163.6928,5840,9216,14528,14480,104,208,304,304,512,1200,1520,1168,56.0256,117.656,168.9584,154.0752,-0.602,1.249,0.000218066,-31.854989,5.29E-06,-9.883725207,1.158684354,16.66725099,2.644024348,11.76369182,-3.661412043,-5.27673155,188.7831386,243.5161885,100,48,6228,6342,0,0,0.054899176,0.332505382,0.389716841,-0.020010434,-0.059007085,1
XUHVON_clean,0,2499,3.20904,4.66393,4.65334,603.909,0,0,0.29795,0.29982,1.00628,603.909,600.14012,0.29982,0.29795,2.7225,22.044,22.6545,38.874,900,930,960,1650,1,4,5,8,16,36,52,68,1.7161,3.8514,4.9911,7.8862,0,-6.76,-5.48,-10.36,0,89,118,185,0,0,0,0,0,7,7,15,0,2.3,2.74,4.46,10.89,88.176,90.618,155.496,3600,3720,3840,6600,4,16,20,32,64,144,208,272,6.8644,15.4056,19.9644,31.5448,0,-27.04,-21.92,-41.44,0,356,472,740,0,0,0,0,0,28,28,60,0,9.2,10.96,17.84,10.9696,12.00906667,19.4016,14.28,59,64.66666667,105,78,1,1.333333333,2,1.666666667,2,4.666666667,6,6,0.542766667,0.749733333,1.11,0.941966667,36.98,76.43333333,104.78,107.7266667,0,0.593333333,0.756666667,1.35,0,1.333333333,1.666666667,3,0,0,0,0,0,-1.333333333,-1.666666667,-3,0,-0.026666667,-0.033333333,-0.06,0,-4,-5.3,-9.3,10.9696,11.67804444,21.45528889,16.00266667,59,63.11111111,115.8888889,87.33333333,1,1.333333333,2.222222222,1.888888889,2,5.111111111,6.888888889,7.333333333,0.542766667,0.753066667,1.235,1.0703,36.98,82.84666667,116.9488889,126.3088889,0,0.702222222,0.756666667,1.458888889,0,1.555555556,1.666666667,3.222222222,0,0,0,0,0,-1.555555556,-1.666666667,-3.222222222,0,-0.031111111,-0.033333333,-0.064444444,0,-4.866666667,-5.3,-10.16666667,144.467,277.9244,418.0108,451.8363333,702,1356,1956,1849.333333,18.66666667,38.66666667,57.33333333,66,96,232,320,319.3333333,9.2264,20.46306667,29.19613333,30.5154,65.8176,72.0544,116.4096,85.68,354,388,630,468,6,8,12,10,12,28,36,36,3.2566,4.4984,6.66,5.6518,221.88,458.6,628.68,646.36,0,3.56,4.54,8.1,0,8,10,18,0,0,0,0,0,-8,-10,-18,0,-0.16,-0.2,-0.36,0,-24,-31.8,-55.8,65.8176,70.06826667,128.7317333,96.016,354,378.6666667,695.3333333,524,6,8,13.33333333,11.33333333,12,30.66666667,41.33333333,44,3.2566,4.5184,7.41,6.4218,221.88,497.08,701.6933333,757.8533333,0,4.213333333,4.54,8.753333333,0,9.333333333,10,19.33333333,0,0,0,0,0,-9.333333333,-10,-19.33333333,0,-0.186666667,-0.2,-0.386666667,0,-29.2,-31.8,-61,866.802,1667.5464,2508.0648,2711.018,4212,8136,11736,11096,112,232,344,396,576,1392,1920,1916,55.3584,122.7784,175.1768,183.0924,-0.462,1.235,8.37E-05,-23.75125716,1.29E-05,-17.48767148,1.201540307,9.345200391,3.500072168,7.080102121,-4.077505501,-4.888925766,100.5076821,198.7705864,160,120,702,0,0,0,0.191143352,0.332505382,0.889716841,0.040564351,-0.304783433,1
KIDDOS_clean,0,4315.92,3.52628,5.1988,5.1988,707.042,0,0,0.218235,0.29348,1.34479,707.042,525.7638739,0.29348,0.218235,2.7225,27.72,35.2275,77.1705,900,1170,2040,2520,1,5,9,17,25,70,140,185,1.7161,4.8077,8.7377,13.6895,0,-8.55,-6.5,-18.72,0,111,202,426,0,0,0,0,0,11,17,48,0,2.88,5.12,11.82,32.67,332.64,422.73,926.046,10800,14040,24480,30240,12,60,108,204,300,840,1680,2220,20.5932,57.6924,104.8524,164.274,0,-102.6,-78,-224.64,0,1332,2424,5112,0,0,0,0,0,132,204,576,0,34.56,61.44,141.84,11.1856,12.393,32.4174,19.0494,60.25,67.5,131.25,163.5,1,1.5,3.75,2.25,3,11.25,14.25,12.75,0.5403,0.8547,1.659375,1.41315,34.7575,107.6325,157.005,184.7475,0,1.035,1.9275,1.68,0,2.25,10.5,-3.75,0,0,0,0,0,-2.25,1.5,-3,0,-0.045,0.54,-0.2625,0,-7.425,-0.15,-18,9.24415,14.03775,34.5588,30.0015,132.25,121.5,233.25,301.5,1,1.875,4.5,3.75,4.125,14.625,21.75,15.375,0.7306125,1.2329625,2.42685,2.3230875,165.35875,249.58875,452.8425,343.43625,0,0.72375,1.63875,0.01875,0,9,24.75,21.75,0,0,0,0,0,-2.25,0.75,0.375,0,0.1575,0.93,0.78375,0,0.9,14.25,21.8625,110.5297,218.13975,371.55135,383.9982,653.5,1152,1812,1753.5,15.25,31.5,52.5,58.5,84,208.5,304.5,277.5,7.11495,16.20465,24.82545,24.74715,178.9696,198.288,518.6784,304.7904,964,1080,2100,2616,16,24,60,36,48,180,228,204,8.6448,13.6752,26.55,22.6104,556.12,1722.12,2512.08,2955.96,0,16.56,30.84,26.88,0,36,168,-60,0,0,0,0,0,-36,24,-48,0,-0.72,8.64,-4.2,0,-118.8,-2.4,-288,147.9064,224.604,552.9408,480.024,2116,1944,3732,4824,16,30,72,60,66,234,348,246,11.6898,19.7274,38.8296,37.1694,2645.74,3993.42,7245.48,5494.98,0,11.58,26.22,0.3,0,144,396,348,0,0,0,0,0,-36,12,6,0,2.52,14.88,12.54,0,14.4,228,349.8,1768.4752,3490.236,5944.8216,6143.9712,10456,18432,28992,28056,244,504,840,936,1344,3336,4872,4440,113.8392,259.2744,397.2072,395.9544,-0.781,1.214,0.00457578,-39.9551231,3.28E-05,-20.11082838,3.944214735,5.691937864,3.457035665,4.559016676,-2.339534864,-4.483553213,41.34493731,171.0485543,100,72,6228,0,0,0,0.073992873,0.332505382,-0.110283159,-0.089079437,0.295377468,1
FURFOP_clean,0,2316.27,3.56519,4.93892,4.93892,685.582,0,0,0.212321,0.25924,1.22098,685.582,561.5014169,0.25924,0.212321,2.7225,21.384,25.245,52.734,900,900,1080,1740,1,4,6,12,16,40,72,96,1.7161,3.8776,6.0522,9.8512,0,-6.36,-5.4,-12.16,0,90,144,302,0,0,0,0,0,6,6,24,0,2.28,3.24,8.2,10.89,85.536,100.98,210.936,3600,3600,4320,6960,4,16,24,48,64,160,288,384,6.8644,15.5104,24.2088,39.4048,0,-25.44,-21.6,-48.64,0,360,576,1208,0,0,0,0,0,24,24,96,0,9.12,12.96,32.8,10.5376,12.138,25.4876,16.0436,56.5,66,108.5,112.5,1,1.5,3,2,2.5,7.5,10,7.5,0.5477,0.85855,1.395,1.08085,41.425,113.565,146.48,139.815,0,0.935,1.53,1.54,0,2,7.5,0.5,0,0,0,0,0,-2,-1,-2,0,-0.04,0.35,0.015,0,-6.9,-2.05,-10.55,9.674733333,16.745,37.00333333,27.5992,88.5,111,181.8333333,180.8333333,1,2.166666667,4.833333333,3.666666667,5.5,18,24.83333333,14.16666667,0.632283333,1.315416667,2.30235,1.762766667,99.47,218.4666667,353.0733333,243.6433333,0,1.041666667,2.486666667,1.641666667,0,5.5,20.33333333,17.83333333,0,0,0,0,0,-1.5,2.666666667,2.5,0,0.04,0.893333333,0.86,0,-5.15,5.3,10.06666667,136.2186,280.551,459.4199,490.1003,650,1260,1802,1563,20.5,42,69,80,111,275,373,333,8.5494,20.0816,29.5149,28.2038,84.3008,97.104,203.9008,128.3488,452,528,868,900,8,12,24,16,20,60,80,60,4.3816,6.8684,11.16,8.6468,331.4,908.52,1171.84,1118.52,0,7.48,12.24,12.32,0,16,60,4,0,0,0,0,0,-16,-8,-16,0,-0.32,2.8,0.12,0,-55.2,-16.4,-84.4,77.39786667,133.96,296.0266667,220.7936,708,888,1454.666667,1446.666667,8,17.33333333,38.66666667,29.33333333,44,144,198.6666667,113.3333333,5.058266667,10.52333333,18.4188,14.10213333,795.76,1747.733333,2824.586667,1949.146667,0,8.333333333,19.89333333,13.13333333,0,44,162.6666667,142.6666667,0,0,0,0,0,-12,21.33333333,20,0,0.32,7.146666667,6.88,0,-41.2,42.4,80.53333333,1089.7488,2244.408,3675.3592,3920.8024,5200,10080,14416,12504,164,336,552,640,888,2200,2984,2664,68.3952,160.6528,236.1192,225.6304,-0.508,1.216,0.000193646,-27.71151726,4.12E-05,-21.64622222,1.675838592,5.093372702,2.928172136,4.231429817,-3.712991469,-4.38558056,44.39485067,144.1416364,120,72,31374,0,0,0,0.210237049,0.332505382,0.389716841,-0.027582654,0.044371836,1
QUPDEL01_clean,401.762,4085.89,3.88877,4.31787,4.31787,0,0.128437,0.26334,0,0,2.05035,401.762,195.9480089,0.26334,0.128437,1.44,24.768,18.36,37.008,4096,3072,2304,4608,1,6,6,10,36,72,108,144,2.8561,7.4022,7.8078,12.6074,0,-13.44,-8.1,-18.84,0,336,348,568,0,0,0,0,0,24,18,36,0,5.76,5.52,9.44,5.76,99.072,73.44,148.032,16384,12288,9216,18432,4,24,24,40,144,288,432,576,11.4244,29.6088,31.2312,50.4296,0,-53.76,-32.4,-75.36,0,1344,1392,2272,0,0,0,0,0,96,72,144,0,23.04,22.08,37.76,11.8336,8.772,20.6056,18.7824,64,48,112,80,1,1,2,2,1,3,4,3.333333333,0.5329,0.5621,1.095,0.910066667,28.09,59.89,87.98,74.55333333,0,0.89,0.89,1.42,0,2,2,6,0,0,0,0,0,-2,-2,-1.333333333,0,-0.04,-0.04,0.213333333,0,-6,-6,-3.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.46273333,115.481,164.7704,148.7862667,377.3333333,568,768,534.6666667,8.666666667,15.33333333,20,18.66666667,35.33333333,74,68,45.33333333,4.290466667,8.0234,9.728933333,7.592266667,71.0016,52.632,123.6336,112.6944,384,288,672,480,6,6,12,12,6,18,24,20,3.1974,3.3726,6.57,5.4604,168.54,359.34,527.88,447.32,0,5.34,5.34,8.52,0,12,12,36,0,0,0,0,0,-12,-12,-8,0,-0.24,-0.24,1.28,0,-36,-36,-20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452.7764,692.886,988.6224,892.7176,2264,3408,4608,3208,52,92,120,112,212,444,408,272,25.7428,48.1404,58.3736,45.5536,-0.482,1.525,0.0442862,-49.66144122,7.85E-06,-19.137785,3.290803661,3.718860131,2.121323323,3.05344416,-1.353731583,-5.105073916,53.32047079,174.6673539,140,48,962,0,0,0,-0.136694819,-0.334161285,-0.110283159,0.083073132,-0.129610464,1
EVADIQ_clean,1664.98,3149.85,6.3767,7.6272,7.6272,0,0.456196,0.5058,0,0,1.10873,1664.98,1501.700143,0.5058,0.456196,1.4884,25.1808,18.666,43.8468,4356,3168,2376,5544,1,6,6,12,36,72,108,180,2.7889,7.3146,7.7154,15.03,0,-13.32,-7.98,-21.3,0,348,360,708,0,0,0,0,0,24,18,42,0,5.64,5.4,11.04,5.9536,100.7232,74.664,175.3872,17424,12672,9504,22176,4,24,24,48,144,288,432,720,11.1556,29.2584,30.8616,60.12,0,-53.28,-31.92,-85.2,0,1392,1440,2832,0,0,0,0,0,96,72,168,0,22.56,21.6,44.16,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,9.2416,15.504,29.944,39.1856,49,84,133,182,1,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,54.76,167.24,284.16,338.92,0,0.98,2.31,2.31,0,2,9,9,0,0,0,0,0,-2,-2,-2,0,-0.04,0.32,0.32,0,-7.8,-8.8,-8.8,172.8876,342.567,531.5564,620.5462,792,1584,2300,2386,24,50,76,92,126,306,420,434,11.1928,25.5794,36.9676,40.8668,71.0016,52.632,123.6336,105.264,384,288,672,576,6,6,12,12,6,18,24,36,3.1974,3.3726,6.57,6.7452,168.54,359.34,527.88,718.68,0,5.34,5.34,10.68,0,12,12,24,0,0,0,0,0,-12,-12,-24,0,-0.24,-0.24,-0.48,0,-36,-36,-72,55.4496,93.024,179.664,235.1136,294,504,798,1092,6,12,24,30,24,72,120,144,3.375,6.93,12.06,15.435,328.56,1003.44,1704.96,2033.52,0,5.88,13.86,13.86,0,12,54,54,0,0,0,0,0,-12,-12,-12,0,-0.24,1.92,1.92,0,-46.8,-52.8,-52.8,1037.3256,2055.402,3189.3384,3723.2772,4752,9504,13800,14316,144,300,456,552,756,1836,2520,2604,67.1568,153.4764,221.8056,245.2008,-0.575,1.95,0.000227542,-31.43633256,1.45E-05,-17.2123257,2.058379498,10.63634559,4.058369635,7.840713236,-3.642938429,-4.837495335,116.9985647,242.5353938,120,96,962,6228,679,0,0.027224267,-0.000827952,0.389716841,0.061818741,-0.217196949,1
